Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
(s),(mm),(N),(mm),(%),(MPa)
"0.0000","0.0000","0.0315","0.0000","0.0000","0.0002"
"0.0200","0.0004","0.0064","0.0004","0.0003","0.0000"
"0.0400","0.0015","-0.0220","0.0015","0.0011","-0.0002"
"0.0600","0.0056","-0.0016","0.0056","0.0044","0.0000"
"0.0800","0.0143","0.0774","0.0143","0.0111","0.0006"
"0.1000","0.0215","0.0952","0.0215","0.0166","0.0007"
"0.1200","0.0275","0.0837","0.0275","0.0212","0.0006"
"0.1400","0.0335","0.0840","0.0335","0.0259","0.0007"
"0.1600","0.0402","0.1010","0.0402","0.0311","0.0008"
"0.1800","0.0470","0.1005","0.0470","0.0363","0.0008"
"0.2000","0.0537","0.0980","0.0537","0.0416","0.0008"
"0.2200","0.0616","0.1072","0.0616","0.0477","0.0008"
"0.2400","0.0689","0.1138","0.0689","0.0533","0.0009"
"0.2600","0.0741","0.0974","0.0741","0.0573","0.0008"
"0.2800","0.0793","0.0989","0.0793","0.0614","0.0008"
"0.3000","0.0850","0.1110","0.0850","0.0658","0.0009"
"0.3200","0.0915","0.1132","0.0915","0.0708","0.0009"
"0.3400","0.0982","0.0966","0.0982","0.0760","0.0008"
"0.3600","0.1049","0.0934","0.1049","0.0812","0.0007"
"0.3800","0.1127","0.1105","0.1127","0.0872","0.0009"
"0.4000","0.1202","0.1062","0.1202","0.0930","0.0008"
"0.4200","0.1258","0.0892","0.1258","0.0973","0.0007"
"0.4400","0.1315","0.0996","0.1315","0.1018","0.0008"
"0.4600","0.1377","0.1124","0.1377","0.1065","0.0009"
"0.4800","0.1444","0.1084","0.1444","0.1117","0.0008"
"0.5000","0.1513","0.1066","0.1513","0.1170","0.0008"
"0.5200","0.1581","0.1055","0.1581","0.1223","0.0008"
"0.5400","0.1662","0.1177","0.1662","0.1286","0.0009"
"0.5600","0.1738","0.0915","0.1738","0.1345","0.0007"
"0.5800","0.1795","0.0808","0.1795","0.1389","0.0006"
"0.6000","0.1850","0.0953","0.1850","0.1431","0.0007"
"0.6200","0.1911","0.1173","0.1911","0.1479","0.0009"
"0.6400","0.1983","0.1099","0.1983","0.1534","0.0009"
"0.6600","0.2055","0.1090","0.2055","0.1590","0.0008"
"0.6800","0.2129","0.1104","0.2129","0.1647","0.0009"
"0.7000","0.2213","0.1108","0.2213","0.1712","0.0009"
"0.7200","0.2276","0.0866","0.2276","0.1761","0.0007"
"0.7400","0.2329","0.0876","0.2329","0.1802","0.0007"
"0.7600","0.2383","0.1127","0.2383","0.1843","0.0009"
"0.7800","0.2443","0.1049","0.2443","0.1890","0.0008"
"0.8000","0.2511","0.0988","0.2511","0.1943","0.0008"
"0.8200","0.2578","0.1039","0.2578","0.1995","0.0008"
"0.8400","0.2649","0.1116","0.2649","0.2049","0.0009"
"0.8600","0.2731","0.1116","0.2731","0.2113","0.0009"
"0.8800","0.2796","0.0982","0.2796","0.2163","0.0008"
"0.9000","0.2852","0.0992","0.2852","0.2207","0.0008"
"0.9200","0.2911","0.1105","0.2911","0.2252","0.0009"
"0.9400","0.2975","0.1248","0.2975","0.2302","0.0010"
"0.9600","0.3042","0.1491","0.3042","0.2354","0.0012"
"0.9800","0.3109","0.2092","0.3109","0.2406","0.0016"
"1.0000","0.3186","0.3469","0.3186","0.2465","0.0027"
"1.0200","0.3271","0.5031","0.3271","0.2531","0.0039"
"1.0400","0.3334","0.7445","0.3334","0.2580","0.0058"
"1.0600","0.3389","0.9704","0.3389","0.2622","0.0075"
"1.0800","0.3445","1.1033","0.3445","0.2666","0.0086"
"1.1000","0.3510","1.1937","0.3510","0.2715","0.0093"
"1.1200","0.3578","1.2275","0.3578","0.2768","0.0095"
"1.1400","0.3645","1.3206","0.3645","0.2820","0.0103"
"1.1600","0.3726","1.4731","0.3726","0.2883","0.0114"
"1.1800","0.3808","1.6965","0.3808","0.2946","0.0132"
"1.2000","0.3868","1.9332","0.3868","0.2993","0.0150"
"1.2200","0.3924","2.1946","0.3924","0.3036","0.0170"
"1.2400","0.3983","2.4619","0.3983","0.3082","0.0191"
"1.2600","0.4050","2.6776","0.4050","0.3134","0.0208"
"1.2800","0.4119","2.8183","0.4119","0.3187","0.0219"
"1.3000","0.4188","2.9203","0.4188","0.3240","0.0227"
"1.3200","0.4269","3.0270","0.4269","0.3303","0.0235"
"1.3400","0.4339","3.1635","0.4339","0.3357","0.0246"
"1.3600","0.4389","3.3056","0.4389","0.3396","0.0257"
"1.3800","0.4443","3.5299","0.4443","0.3438","0.0274"
"1.4000","0.4503","3.7940","0.4503","0.3484","0.0295"
"1.4200","0.4572","4.0182","0.4572","0.3538","0.0312"
"1.4400","0.4645","4.2170","0.4645","0.3594","0.0327"
"1.4600","0.4719","4.3346","0.4719","0.3651","0.0337"
"1.4800","0.4803","4.4607","0.4803","0.3716","0.0346"
"1.5000","0.4872","4.5467","0.4872","0.3770","0.0353"
"1.5200","0.4926","4.6936","0.4926","0.3811","0.0364"
"1.5400","0.4983","4.9922","0.4983","0.3855","0.0388"
"1.5600","0.5046","5.3430","0.5046","0.3904","0.0415"
"1.5800","0.5118","5.7520","0.5118","0.3960","0.0447"
"1.6000","0.5188","6.2010","0.5188","0.4014","0.0481"
"1.6200","0.5264","6.6605","0.5264","0.4072","0.0517"
"1.6400","0.5348","7.1557","0.5348","0.4138","0.0556"
"1.6600","0.5411","7.6185","0.5411","0.4187","0.0592"
"1.6800","0.5465","8.0184","0.5465","0.4229","0.0623"
"1.7000","0.5521","8.4013","0.5521","0.4272","0.0652"
"1.7200","0.5581","8.7788","0.5581","0.4318","0.0682"
"1.7400","0.5642","9.2053","0.5642","0.4365","0.0715"
"1.7600","0.5704","9.6694","0.5704","0.4413","0.0751"
"1.7800","0.5774","10.1608","0.5774","0.4467","0.0789"
"1.8000","0.5858","10.7057","0.5858","0.4532","0.0831"
"1.8200","0.5927","11.2842","0.5927","0.4586","0.0876"
"1.8400","0.5985","11.8011","0.5985","0.4630","0.0916"
"1.8600","0.6043","12.2758","0.6043","0.4676","0.0953"
"1.8800","0.6109","12.7358","0.6109","0.4727","0.0989"
"1.9000","0.6180","13.2324","0.6180","0.4781","0.1027"
"1.9200","0.6250","13.7990","0.6250","0.4836","0.1071"
"1.9400","0.6330","14.4035","0.6330","0.4898","0.1118"
"1.9600","0.6409","15.0812","0.6409","0.4959","0.1171"
"1.9800","0.6463","15.6996","0.6463","0.5001","0.1219"
"2.0000","0.6516","16.1997","0.6516","0.5041","0.1258"
"2.0200","0.6575","16.6631","0.6575","0.5087","0.1294"
"2.0400","0.6641","17.1597","0.6641","0.5138","0.1332"
"2.0600","0.6711","17.7042","0.6711","0.5192","0.1375"
"2.0800","0.6782","18.3006","0.6782","0.5247","0.1421"
"2.1000","0.6865","18.9517","0.6865","0.5312","0.1471"
"2.1200","0.6943","19.6723","0.6943","0.5372","0.1527"
"2.1400","0.7003","20.3372","0.7003","0.5419","0.1579"
"2.1600","0.7062","20.8906","0.7062","0.5464","0.1622"
"2.1800","0.7124","21.4114","0.7124","0.5512","0.1662"
"2.2000","0.7190","21.9478","0.7190","0.5563","0.1704"
"2.2200","0.7253","22.5095","0.7253","0.5611","0.1748"
"2.2400","0.7317","23.0729","0.7317","0.5661","0.1791"
"2.2600","0.7393","23.6841","0.7393","0.5720","0.1839"
"2.2800","0.7462","24.3534","0.7462","0.5773","0.1891"
"2.3000","0.7519","24.9931","0.7519","0.5817","0.1941"
"2.3200","0.7577","25.5445","0.7577","0.5862","0.1983"
"2.3400","0.7639","26.0870","0.7639","0.5910","0.2025"
"2.3600","0.7709","26.6750","0.7709","0.5964","0.2071"
"2.3800","0.7779","27.3444","0.7779","0.6019","0.2123"
"2.4000","0.7855","28.0413","0.7855","0.6077","0.2177"
"2.4200","0.7942","28.8097","0.7942","0.6144","0.2237"
"2.4400","0.8007","29.6151","0.8007","0.6195","0.2299"
"2.4600","0.8060","30.2664","0.8060","0.6236","0.2350"
"2.4800","0.8116","30.7943","0.8116","0.6279","0.2391"
"2.5000","0.8180","31.3277","0.8180","0.6329","0.2432"
"2.5200","0.8250","31.9422","0.8250","0.6383","0.2480"
"2.5400","0.8319","32.6136","0.8319","0.6437","0.2532"
"2.5600","0.8395","33.2972","0.8395","0.6495","0.2585"
"2.5800","0.8477","34.0244","0.8477","0.6559","0.2642"
"2.6000","0.8536","34.7445","0.8536","0.6604","0.2698"
"2.6200","0.8588","35.2977","0.8588","0.6645","0.2741"
"2.6400","0.8645","35.7759","0.8645","0.6689","0.2778"
"2.6600","0.8709","36.2890","0.8709","0.6738","0.2818"
"2.6800","0.8777","36.8815","0.8777","0.6791","0.2864"
"2.7000","0.8845","37.5295","0.8845","0.6843","0.2914"
"2.7200","0.8923","38.1965","0.8923","0.6904","0.2966"
"2.7400","0.9005","38.9477","0.9005","0.6967","0.3024"
"2.7600","0.9063","39.6678","0.9063","0.7012","0.3080"
"2.7800","0.9120","40.2398","0.9120","0.7056","0.3124"
"2.8000","0.9180","40.7392","0.9180","0.7103","0.3163"
"2.8200","0.9248","41.2731","0.9248","0.7155","0.3205"
"2.8400","0.9315","41.8805","0.9315","0.7207","0.3252"
"2.8600","0.9381","42.5052","0.9381","0.7258","0.3300"
"2.8800","0.9458","43.1344","0.9458","0.7318","0.3349"
"2.9000","0.9536","43.8661","0.9536","0.7378","0.3406"
"2.9200","0.9592","44.5599","0.9592","0.7421","0.3460"
"2.9400","0.9648","45.0947","0.9648","0.7465","0.3501"
"2.9600","0.9709","45.5892","0.9709","0.7512","0.3540"
"2.9800","0.9775","46.1436","0.9775","0.7563","0.3583"
"3.0000","0.9843","46.7666","0.9843","0.7615","0.3631"
"3.0200","0.9914","47.4234","0.9914","0.7670","0.3682"
"3.0400","1.0001","48.1437","1.0001","0.7738","0.3738"
"3.0600","1.0080","48.9731","1.0080","0.7799","0.3802"
"3.0800","1.0139","49.7210","1.0139","0.7845","0.3861"
"3.1000","1.0196","50.3062","1.0196","0.7889","0.3906"
"3.1200","1.0257","50.8394","1.0257","0.7936","0.3947"
"3.1400","1.0324","51.4164","1.0324","0.7988","0.3992"
"3.1600","1.0390","52.0977","1.0390","0.8039","0.4045"
"3.1800","1.0459","52.8009","1.0459","0.8092","0.4100"
"3.2000","1.0537","53.5525","1.0537","0.8152","0.4158"
"3.2200","1.0597","54.3400","1.0597","0.8199","0.4219"
"3.2400","1.0647","54.9867","1.0647","0.8237","0.4269"
"3.2600","1.0703","55.5046","1.0703","0.8281","0.4310"
"3.2800","1.0766","56.0637","1.0766","0.8329","0.4353"
"3.3000","1.0838","56.7173","1.0838","0.8385","0.4404"
"3.3200","1.0912","57.4575","1.0912","0.8443","0.4461"
"3.3400","1.0992","58.2760","1.0992","0.8505","0.4525"
"3.3600","1.1080","59.1645","1.1080","0.8573","0.4594"
"3.3800","1.1143","60.0684","1.1143","0.8621","0.4664"
"3.4000","1.1197","60.7600","1.1197","0.8663","0.4718"
"3.4200","1.1253","61.2848","1.1253","0.8706","0.4758"
"3.4400","1.1315","61.8064","1.1315","0.8754","0.4799"
"3.4600","1.1380","62.3952","1.1380","0.8805","0.4845"
"3.4800","1.1446","63.0556","1.1446","0.8855","0.4896"
"3.5000","1.1521","63.7674","1.1521","0.8914","0.4951"
"3.5200","1.1605","64.5561","1.1605","0.8979","0.5012"
"3.5400","1.1669","65.3923","1.1669","0.9028","0.5077"
"3.5600","1.1726","66.0501","1.1726","0.9072","0.5128"
"3.5800","1.1783","66.5654","1.1783","0.9117","0.5168"
"3.6000","1.1847","67.0715","1.1847","0.9166","0.5208"
"3.6200","1.1914","67.6492","1.1914","0.9218","0.5253"
"3.6400","1.1982","68.2839","1.1982","0.9270","0.5302"
"3.6600","1.2060","68.9756","1.2060","0.9331","0.5356"
"3.6800","1.2137","69.7555","1.2137","0.9390","0.5416"
"3.7000","1.2193","70.4948","1.2193","0.9434","0.5473"
"3.7200","1.2248","71.0701","1.2248","0.9476","0.5518"
"3.7400","1.2307","71.5665","1.2307","0.9522","0.5557"
"3.7600","1.2376","72.1299","1.2376","0.9575","0.5600"
"3.7800","1.2447","72.8061","1.2447","0.9630","0.5653"
"3.8000","1.2519","73.5652","1.2519","0.9686","0.5712"
"3.8200","1.2600","74.3608","1.2600","0.9749","0.5774"
"3.8400","1.2672","75.2132","1.2672","0.9804","0.5840"
"3.8600","1.2725","75.9643","1.2725","0.9845","0.5898"
"3.8800","1.2779","76.5415","1.2779","0.9887","0.5943"
"3.9000","1.2841","77.0709","1.2841","0.9935","0.5984"
"3.9200","1.2911","77.6861","1.2911","0.9989","0.6032"
"3.9400","1.2982","78.4241","1.2982","1.0044","0.6089"
"3.9600","1.3057","79.2190","1.3057","1.0102","0.6151"
"3.9790","1.3138","80.0327","1.3138","1.0165","0.6214"

